0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.35,0.00, 0.00, 0.00,0.00,0.00, 1.17, 0.00, 1.17,2.35, 0.00,0.00, 0.00,0.00, 1.17,0.00, 1.17,0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.000,0.610,0.000, 0.203,0.000,0.000,   2.541,  15,  61,0
0.00, 0.00,0.59, 0.11,0.00,0.00,0.00,0.00,0.11, 0.23,0.00,0.11,0.00, 0.00,0.00, 0.11,0.00,0.00, 0.95,0.00, 0.47, 0.00,0.00,0.00, 0.23, 0.00, 0.71,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.11, 0.00,0.47,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.227,0.322,0.113, 0.056,0.075,0.000,   2.546,  38, 601,0
0.06, 0.00,0.40, 0.00,0.13,0.13,0.00,0.13,0.00, 0.00,0.00,1.40,0.20, 0.06,0.00, 0.00,0.20,0.00, 0.06,0.00, 0.00, 0.00,0.00,0.00, 2.54, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.06,0.06,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.06, 0.00,0.00, 0.00,0.028,0.085,0.000, 0.000,0.000,0.000,   2.341,  22, 665,0
0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 2.56, 2.56, 2.56,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,2.56, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000,0.000,   1.500,   4,  24,0
0.00, 0.00,0.00, 0.00,0.00,0.44,0.00,0.00,0.00, 0.00,0.00,0.44,0.44, 0.00,0.00, 0.00,0.00,0.00, 1.32,0.00, 0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.88,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.44, 0.44,0.00, 0.00,0.000,0.150,0.000, 0.000,0.000,0.000,   1.613,  11,  71,0
0.00, 0.00,0.53, 0.00,0.00,0.53,0.00,0.00,0.00, 0.53,0.00,0.00,0.53, 0.00,0.00, 0.00,0.00,0.00, 2.15,0.00, 0.53, 0.00,0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,1.07, 0.00,0.00, 0.00,0.000,0.101,0.000, 0.000,0.000,0.000,   1.857,  16,  52,0
0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.83,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.83, 0.41, 0.00,0.41, 0.41,0.00, 0.00,0.00, 0.00,0.00, 0.41,0.41,0.41,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.000,0.158,0.000, 0.000,0.000,0.000,   1.969,  13, 130,0
0.00, 0.00,0.66, 0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.66,0.00, 0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.66, 0.00,0.00, 0.00,0.000,0.231,0.000, 0.231,0.000,0.000,   1.761,  17,  37,0
0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00, 0.00, 7.14,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 1.086,0.000,0.000,   1.000,   1,   3,0
0.10, 0.00,0.70, 0.00,0.20,0.00,0.00,0.00,0.20, 0.30,0.10,1.30,1.10, 0.00,0.00, 0.30,0.20,0.00, 2.61,0.00, 1.20, 0.00,0.00,0.40, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00,0.00,0.50,0.00, 0.00,0.00,0.00,0.30, 0.00,0.00, 0.20,0.000,0.141,0.000, 0.352,0.056,0.000,   9.601, 148,1133,1
